Student_ID,College,College_Tier,Department,CGPA,Gender,Program_Type,Attendance_%,Sessions_Attended,Sessions_Missed,Weekly_Consistency_Score,Login_Frequency,Time_Spent_Hours,Active_Days_Per_Week,Session_Duration_Avg,Videos_Watched,Video_Completion_%,Rewatch_Rate,Notes_Taken,Quizzes_Attempted,Quiz_Submission_Rate,Avg_Quiz_Score,Assignment_Submissions,On_Time_Submission_%,Doubts_Raised,Doubts_Resolved,Doubt_Response_Time,Peer_Discussion_Count,Hackathons_Attended,Workshops_Attended,Live_Sessions_Joined,Project_Demo_Events,Skills_Learned_Count,Domain_Transition,Project_Completion_Rate,Engagement_Score,Placement_Status,Job_Inquiries,Leads_Generated
ST_0326,BMSCE,2,CSE-AI,7.41,Male,B.E,75.1,60,20,6.0,4,2.9,4,73.0,68,92.8,0.33,No,18,86.6,78.0,0,40.9,5,3,0.5,13,1,6,15,2,14,No,60.3,100.0,Not Placed,0,0
ST_0327,NMIT,3,ISE,8.42,Female,B.Tech,65.7,52,28,7.5,5,1.5,2,21.0,56,71.2,0.28,Yes,1,88.4,78.3,11,65.2,5,4,12.2,12,3,0,3,1,14,No,51.8,100.0,Not Placed,0,0
ST_0328,NMIT,3,ISE,7.61,Male,B.Tech,79.5,63,17,7.7,1,22.5,7,27.0,38,49.2,0.21,Yes,14,61.0,97.3,8,90.7,1,0,3.7,14,2,4,2,0,5,Tech→AI,56.2,100.0,Not Placed,0,0
ST_0329,NMIT,3,ECE,7.63,Female,B.Tech,86.7,69,11,5.7,1,9.6,5,46.0,39,82.3,0.25,Yes,2,64.1,49.6,2,83.7,4,3,3.7,10,4,7,14,1,11,Same,83.8,100.0,Not Placed,0,0
ST_0330,NMIT,3,ME,8.06,Male,B.Tech,85.3,68,12,6.7,4,15.9,5,47.0,19,43.9,0.11,Yes,4,78.9,50.4,1,66.7,4,3,17.4,14,1,0,14,1,3,Same,66.3,100.0,Placed,4,4
ST_0331,NMIT,3,CSE,6.91,Male,B.Tech,85.3,68,12,8.7,6,14.2,4,41.0,10,34.0,0.04,Yes,10,88.6,61.5,9,67.8,4,1,2.3,11,0,7,17,1,5,No,53.9,100.0,Not Placed,0,0
ST_0332,NMIT,3,CSE-AI,6.53,Female,B.Tech,65.3,52,28,4.1,6,8.8,4,15.0,36,25.2,0.33,No,6,89.5,31.8,5,48.1,3,2,13.6,8,1,0,6,1,4,Tech→AI,65.8,100.0,Placed,6,1
ST_0333,SJCE,3,ME,6.36,Male,B.E,89.0,71,9,9.2,2,21.0,6,58.0,56,67.2,0.08,Yes,5,92.6,61.9,7,59.7,8,5,22.0,14,2,7,19,1,5,Same,81.2,100.0,Placed,1,3
ST_0334,BMSCE,2,Civil,5.63,Male,B.E,84.8,67,13,7.8,5,14.1,1,38.0,32,39.1,0.1,Yes,13,96.3,58.5,1,65.8,2,1,1.7,0,1,5,4,1,7,Non-tech→Tech,70.3,100.0,Not Placed,0,0
ST_0335,NMIT,3,CSE-AI,8.84,Female,M.Tech,81.9,65,15,7.4,7,13.3,1,63.0,68,56.3,0.42,No,0,0.0,76.3,3,92.2,3,2,4.3,11,0,7,7,1,5,Same,73.2,100.0,Not Placed,0,0
ST_0336,BMSCE,2,CSE-AI,6.32,Male,B.Tech,76.9,61,19,5.7,4,16.6,3,35.0,23,77.2,0.28,Yes,16,55.9,79.3,1,60.8,4,2,4.6,5,0,0,9,1,14,Same,79.2,100.0,Placed,4,3
ST_0337,BMSCE,2,ISE,7.02,Male,B.Tech,80.7,64,16,5.8,6,20.0,3,60.0,19,71.3,0.35,No,16,79.6,68.4,11,76.3,6,4,12.1,0,1,1,0,0,14,No,90.6,100.0,Not Placed,0,0
ST_0338,MSRIT,1,CSE,6.98,Female,B.E,80.8,64,16,8.6,2,8.3,5,64.0,10,77.7,0.07,Yes,13,89.2,62.1,11,78.3,2,1,2.2,18,2,6,10,2,14,No,75.2,100.0,Placed,4,3
ST_0339,SJCE,3,CSE,7.45,Female,B.E,74.5,59,21,5.7,7,21.1,5,38.0,77,73.2,0.24,Yes,9,57.6,68.6,8,90.0,4,2,9.6,12,0,4,2,2,8,No,51.7,100.0,Not Placed,0,0
ST_0340,NMIT,3,Civil,7.85,Male,B.E,46.0,36,44,5.9,6,25.1,2,58.0,42,62.2,0.43,No,7,67.6,47.7,9,61.7,6,3,21.2,5,1,7,2,3,8,No,66.4,100.0,Not Placed,0,0
ST_0341,RVCE,1,Civil,7.89,Male,B.Tech,42.6,34,46,4.1,7,5.0,2,25.0,30,92.0,0.69,No,7,62.1,60.5,12,85.4,1,0,11.0,16,0,2,14,0,3,Same,77.5,100.0,Placed,7,3
ST_0342,PESCE,2,CSE-AI,6.73,Female,B.E,81.5,65,15,5.4,5,16.9,1,49.0,55,75.1,0.26,Yes,13,64.0,62.3,14,57.3,4,3,14.4,12,2,3,16,2,5,Same,48.0,100.0,Not Placed,0,0
ST_0343,RVCE,1,ECE,7.07,Female,B.E,51.7,41,39,3.1,4,12.9,3,63.0,77,84.5,0.14,No,6,84.6,60.6,1,64.5,3,2,7.4,8,3,6,17,2,12,No,59.0,100.0,Placed,1,2
ST_0344,SJCE,3,ISE,7.43,Male,B.E,72.8,58,22,6.5,7,19.9,1,53.0,57,57.5,0.37,No,5,86.9,58.9,9,84.5,3,1,14.1,7,1,5,7,1,4,Tech→AI,78.7,100.0,Placed,3,4
ST_0345,PESCE,2,ISE,7.0,Female,B.E,85.5,68,12,9.0,3,6.5,1,81.0,60,50.0,0.17,Yes,3,71.0,50.8,1,78.1,4,2,1.1,14,0,4,12,1,14,Tech→AI,91.9,100.0,Not Placed,0,0
ST_0346,SJCE,3,CSE-AI,8.49,Male,B.E,85.1,68,12,6.6,4,26.4,3,54.0,63,81.3,0.18,Yes,0,0.0,43.5,13,94.8,8,3,7.5,17,0,1,9,3,14,Non-tech→Tech,63.5,100.0,Placed,4,4
ST_0347,BMSCE,2,ME,7.59,Male,B.E,79.6,63,17,6.2,5,3.7,7,40.0,74,67.7,0.51,No,14,85.7,58.3,12,80.4,6,5,7.9,1,1,4,2,3,5,Tech→AI,94.8,100.0,Placed,6,4
ST_0348,PESCE,2,ECE,7.79,Male,B.Tech,72.0,57,23,5.7,6,13.3,2,88.0,62,80.7,0.09,Yes,14,38.5,72.7,4,57.3,3,2,3.5,1,1,2,19,1,8,Same,66.6,100.0,Placed,6,3
ST_0349,BMSCE,2,CSE-AI,7.73,Male,B.E,62.1,49,31,5.8,7,18.0,6,70.0,17,69.4,0.17,No,0,0.0,30.7,11,63.2,4,2,0.5,10,1,5,13,1,4,No,97.4,100.0,Placed,1,1
ST_0350,RVCE,1,ECE,8.14,Male,B.E,98.0,78,2,7.6,3,10.2,6,21.0,47,46.7,0.24,No,19,92.2,53.0,4,67.1,2,0,5.8,0,4,4,12,2,5,No,68.9,100.0,Placed,6,2
ST_0351,RVCE,1,ECE,7.34,Female,B.E,82.9,66,14,8.5,6,9.1,6,33.0,55,75.0,0.14,No,2,85.9,99.2,11,96.1,2,1,0.5,17,4,6,2,0,7,No,92.1,100.0,Placed,3,3
ST_0352,PESCE,2,ECE,6.16,Female,B.E,96.4,77,3,7.8,5,16.6,3,29.0,23,39.7,0.2,Yes,4,85.0,58.5,6,88.6,6,5,2.9,6,0,1,12,0,3,Non-tech→Tech,80.8,100.0,Not Placed,0,0
ST_0353,PESCE,2,CSE-AI,7.52,Female,B.E,56.3,45,35,5.4,2,15.5,4,55.0,25,14.0,0.17,Yes,4,87.9,64.7,0,61.7,2,1,3.0,16,0,5,19,3,13,Non-tech→Tech,59.5,100.0,Placed,3,2
ST_0354,NMIT,3,ISE,6.68,Female,B.E,46.4,37,43,3.3,4,15.0,4,54.0,28,89.7,0.42,No,3,84.6,95.1,11,69.7,5,4,41.0,15,1,1,8,2,6,Non-tech→Tech,91.2,100.0,Placed,5,3
ST_0355,SJCE,3,ISE,6.78,Male,B.Tech,67.4,53,27,8.0,3,21.0,4,53.0,30,73.0,0.6,Yes,16,42.7,67.7,1,75.3,2,1,2.1,6,1,5,15,3,9,Tech→AI,79.1,100.0,Not Placed,0,0
ST_0356,NMIT,3,ECE,7.67,Male,B.E,79.3,63,17,5.8,4,12.2,5,21.0,49,55.0,0.25,Yes,19,61.5,68.2,10,71.2,3,2,10.3,6,1,3,7,1,11,Tech→AI,76.7,100.0,Not Placed,0,0
ST_0357,SJCE,3,ME,8.19,Male,B.Tech,79.5,63,17,5.1,7,17.2,2,35.0,32,84.8,0.2,Yes,13,38.1,45.6,10,57.4,10,8,0.5,1,2,2,11,1,4,Non-tech→Tech,82.8,100.0,Placed,1,4
ST_0358,NMIT,3,CSE,7.22,Male,B.Tech,62.4,49,31,6.4,5,11.5,2,43.0,33,62.7,0.18,Yes,7,94.1,67.6,5,63.0,3,1,4.5,4,0,3,11,3,4,Non-tech→Tech,73.6,100.0,Placed,3,1
ST_0359,BMSCE,2,CSE-AI,7.45,Female,B.Tech,86.6,69,11,7.6,5,9.1,7,18.0,21,59.0,0.11,No,1,83.5,61.7,1,58.3,4,2,4.6,13,3,6,18,1,6,Same,81.1,100.0,Placed,3,1
ST_0360,PESCE,2,CSE,8.56,Male,B.E,62.4,49,31,5.4,7,13.0,7,32.0,72,93.4,0.36,Yes,7,78.5,78.6,3,52.0,4,2,5.9,7,2,6,16,2,6,Same,84.6,100.0,Placed,5,2
ST_0361,RVCE,1,ME,7.39,Male,B.E,54.0,43,37,4.9,4,11.5,5,65.0,48,95.7,0.6,No,0,0.0,85.0,9,65.0,7,4,10.0,11,5,6,14,1,3,No,54.9,100.0,Placed,7,4
ST_0362,SJCE,3,CSE-AI,9.28,Female,B.E,55.2,44,36,6.5,6,11.9,1,22.0,65,71.5,0.29,Yes,3,85.1,62.5,5,71.9,11,5,8.6,6,2,0,17,0,14,Non-tech→Tech,86.1,100.0,Placed,6,4
ST_0363,SJCE,3,ECE,7.65,Female,B.E,72.9,58,22,5.2,4,23.2,7,67.0,72,99.4,0.36,No,18,58.3,68.9,12,72.9,2,1,8.6,5,2,6,6,0,1,Same,57.6,100.0,Placed,5,3
ST_0364,RVCE,1,ISE,5.79,Female,M.Tech,69.3,55,25,7.4,6,13.2,6,61.0,78,65.3,0.42,Yes,4,93.2,28.0,11,66.6,6,3,3.4,12,0,1,12,1,3,No,45.9,100.0,Not Placed,0,0
ST_0365,NMIT,3,CSE,7.8,Female,B.E,85.6,68,12,7.7,3,10.4,4,41.0,29,95.8,0.33,No,4,89.0,21.8,6,85.9,8,6,7.8,11,2,3,18,1,8,Non-tech→Tech,78.2,100.0,Placed,7,3
ST_0366,SJCE,3,Civil,7.5,Male,B.E,48.1,38,42,4.6,7,15.2,6,35.0,71,96.0,0.45,No,19,93.5,81.7,9,87.9,4,2,4.1,16,0,1,15,0,8,Non-tech→Tech,23.5,100.0,Placed,3,4
ST_0367,BMSCE,2,Civil,8.23,Male,B.Tech,60.9,48,32,5.5,3,15.7,4,57.0,6,57.4,0.42,Yes,18,74.0,17.1,4,48.5,4,1,0.5,15,2,5,10,1,6,No,96.1,100.0,Placed,1,2
ST_0368,PESCE,2,ME,7.74,Female,B.Tech,71.5,57,23,5.3,4,6.7,6,33.0,53,63.7,0.07,No,11,86.8,67.9,7,41.8,2,1,13.3,0,0,7,4,1,7,No,58.7,100.0,Not Placed,0,0
ST_0369,RVCE,1,ECE,7.09,Male,B.E,86.3,69,11,8.2,6,12.9,1,34.0,74,90.8,0.31,Yes,19,81.1,58.9,5,46.0,5,2,13.3,6,0,1,1,2,2,Non-tech→Tech,64.6,100.0,Placed,4,1
ST_0370,PESCE,2,CSE,6.22,Male,B.E,81.2,64,16,6.9,4,12.6,6,45.0,30,95.4,0.26,No,0,0.0,84.2,4,65.1,4,2,2.3,2,0,0,0,0,9,Tech→AI,79.4,100.0,Placed,5,3
ST_0371,SJCE,3,ECE,7.03,Male,B.E,90.3,72,8,6.7,5,13.8,6,13.0,76,38.8,0.13,No,6,65.9,61.4,3,65.5,3,2,14.7,5,0,1,15,1,3,Same,70.4,100.0,Placed,3,2
ST_0372,SJCE,3,CSE,6.52,Female,B.E,56.4,45,35,5.8,4,20.1,3,23.0,31,89.0,0.14,No,16,65.8,94.4,5,74.1,5,3,8.5,2,1,5,4,0,2,Same,71.7,100.0,Placed,1,4
ST_0373,RVCE,1,ME,6.74,Male,B.E,90.1,72,8,9.4,5,16.0,6,40.0,22,86.8,0.31,No,1,92.1,58.3,5,86.3,8,6,3.1,2,5,7,6,0,5,No,88.9,100.0,Placed,6,3
ST_0374,BMSCE,2,ME,7.67,Female,B.E,72.6,58,22,6.1,3,23.6,3,52.0,58,90.7,0.18,Yes,10,67.1,82.6,5,32.8,4,3,2.4,7,1,5,8,0,1,No,37.5,100.0,Placed,6,1
ST_0375,MSRIT,1,Civil,8.54,Male,B.E,71.3,57,23,8.0,2,14.9,2,33.0,5,74.7,0.25,Yes,6,83.2,35.0,0,85.6,4,2,22.2,13,2,3,3,1,5,Tech→AI,80.0,100.0,Placed,3,4
ST_0376,RVCE,1,ECE,7.52,Male,B.E,55.8,44,36,4.7,3,27.4,5,42.0,65,82.3,0.42,Yes,16,95.8,20.6,5,87.4,3,2,7.5,8,0,6,18,0,10,Tech→AI,59.3,100.0,Not Placed,0,0
ST_0377,MSRIT,1,CSE-AI,6.24,Male,B.E,94.2,75,5,5.9,4,11.8,6,21.0,7,59.9,0.1,Yes,2,62.3,61.5,0,83.2,4,2,2.9,4,1,2,19,0,4,Non-tech→Tech,83.1,100.0,Placed,5,1
ST_0378,NMIT,3,Civil,7.56,Female,B.E,59.0,47,33,4.4,3,9.6,2,59.0,72,73.7,0.24,No,5,80.2,36.8,4,94.9,3,2,6.2,14,0,4,14,0,12,No,93.2,100.0,Placed,2,4
ST_0379,MSRIT,1,ECE,8.16,Male,B.E,66.5,53,27,5.7,4,18.8,7,48.0,45,79.8,0.15,Yes,10,55.6,60.9,6,37.4,5,4,5.1,16,0,7,6,3,6,No,91.0,100.0,Placed,5,1
ST_0380,BMSCE,2,Civil,6.71,Female,B.Tech,64.6,51,29,4.8,4,24.5,7,50.0,41,34.3,0.43,No,17,83.3,54.6,0,56.3,5,3,4.5,9,0,3,17,3,12,Non-tech→Tech,64.6,100.0,Placed,3,2
ST_0381,NMIT,3,CSE-AI,7.09,Female,B.Tech,77.9,62,18,4.7,2,5.3,3,52.0,55,78.7,0.17,Yes,17,88.2,72.9,12,79.3,3,2,6.2,7,1,7,4,0,5,No,43.7,100.0,Placed,7,3
ST_0382,MSRIT,1,ISE,7.21,Female,B.E,52.0,41,39,6.8,5,13.6,6,46.0,19,80.7,0.48,Yes,9,46.0,42.8,0,60.0,2,1,4.6,17,0,0,12,1,9,Same,72.1,100.0,Not Placed,0,0
ST_0383,NMIT,3,ISE,6.57,Male,B.E,89.5,71,9,8.7,6,10.7,6,38.0,12,52.5,0.34,No,4,76.8,69.6,12,85.3,6,3,6.4,5,4,4,2,3,5,No,45.9,100.0,Placed,1,4
ST_0384,MSRIT,1,ISE,7.72,Male,B.E,69.4,55,25,7.1,3,16.0,1,62.0,42,93.8,0.38,Yes,14,68.6,77.6,12,59.4,9,4,14.3,16,1,1,5,0,13,Same,74.0,100.0,Placed,1,2
ST_0385,BMSCE,2,ISE,7.1,Male,B.Tech,95.2,76,4,6.4,5,15.1,2,47.0,60,74.1,0.43,No,19,13.1,58.3,14,79.2,2,1,30.0,3,3,3,11,0,8,Same,52.3,100.0,Placed,2,1
ST_0386,MSRIT,1,CSE,7.54,Male,B.Tech,71.9,57,23,4.8,5,24.4,4,43.0,51,71.4,0.24,Yes,3,43.5,70.6,5,63.9,4,3,7.4,14,5,4,17,0,12,Non-tech→Tech,43.0,100.0,Placed,6,1
ST_0387,MSRIT,1,ISE,6.49,Female,B.E,80.9,64,16,5.1,4,14.2,4,45.0,14,83.8,0.09,No,0,0.0,44.4,14,70.0,2,1,15.8,9,2,6,17,3,13,Tech→AI,61.9,100.0,Placed,3,1
ST_0388,MSRIT,1,CSE-AI,6.85,Female,M.Tech,57.1,45,35,6.3,5,24.6,1,45.0,53,69.5,0.11,Yes,14,83.2,55.1,6,85.0,5,3,11.7,12,4,6,3,2,2,Tech→AI,61.2,100.0,Not Placed,0,0
ST_0389,RVCE,1,ME,7.78,Female,B.E,88.9,71,9,9.0,4,12.8,3,42.0,45,92.0,0.45,Yes,16,70.5,37.8,5,87.3,4,2,2.1,0,0,3,19,0,3,No,43.1,100.0,Placed,4,4
ST_0390,RVCE,1,ME,6.9,Male,B.E,95.1,76,4,7.4,5,21.5,4,52.0,34,83.0,0.16,No,18,78.1,100.0,4,93.5,6,3,16.2,8,3,6,13,0,3,Non-tech→Tech,49.1,100.0,Placed,1,1
ST_0391,RVCE,1,CSE,8.58,Female,B.Tech,30.0,24,56,2.3,1,16.6,4,31.0,9,69.9,0.31,No,13,73.5,84.1,5,38.2,4,2,0.5,4,0,1,13,3,3,Tech→AI,83.6,100.0,Not Placed,0,0
ST_0392,BMSCE,2,ISE,6.88,Male,B.Tech,75.5,60,20,6.6,5,27.1,7,32.0,75,54.7,0.51,Yes,18,85.5,91.9,12,64.4,10,8,2.4,10,1,5,0,1,6,Tech→AI,74.3,100.0,Placed,7,3
ST_0393,NMIT,3,ISE,7.38,Female,B.Tech,68.7,54,26,5.5,5,4.7,7,53.0,35,81.3,0.23,Yes,17,81.0,83.9,13,85.6,3,2,6.1,3,2,3,10,1,7,Tech→AI,71.2,100.0,Placed,2,2
ST_0394,SJCE,3,ISE,7.95,Male,B.Tech,53.4,42,38,4.7,1,6.9,5,43.0,56,40.3,0.22,Yes,1,90.9,50.1,2,80.3,5,2,4.5,19,4,0,8,0,7,Non-tech→Tech,77.9,100.0,Placed,4,2
ST_0395,MSRIT,1,Civil,6.07,Male,B.E,67.5,54,26,6.5,4,27.8,2,60.0,27,88.7,0.33,Yes,5,93.6,34.4,8,63.9,4,3,4.7,15,4,4,17,2,12,Non-tech→Tech,45.1,100.0,Not Placed,0,0
ST_0396,MSRIT,1,ECE,5.79,Female,B.Tech,67.1,53,27,6.9,7,9.9,3,51.0,52,88.8,0.17,No,12,86.9,54.4,14,92.4,3,2,9.5,17,0,4,4,0,7,Non-tech→Tech,86.0,100.0,Not Placed,0,0
ST_0397,BMSCE,2,Civil,5.98,Female,B.E,64.0,51,29,4.3,4,10.3,6,37.0,44,59.4,0.6,No,16,84.9,70.6,4,75.7,4,2,1.3,7,1,4,9,2,12,Non-tech→Tech,84.8,100.0,Placed,5,3
ST_0398,MSRIT,1,ECE,8.21,Female,B.Tech,85.8,68,12,5.3,5,8.9,2,54.0,10,44.6,0.1,Yes,5,69.1,56.8,1,84.6,4,1,24.1,1,2,3,14,0,3,Tech→AI,89.6,100.0,Placed,6,1
ST_0399,RVCE,1,ISE,6.76,Female,B.E,71.6,57,23,8.3,7,23.0,3,63.0,42,77.1,0.59,Yes,4,92.2,21.8,13,75.8,4,2,3.5,16,2,1,9,0,1,Same,45.4,100.0,Placed,7,2
ST_0400,SJCE,3,ISE,9.25,Male,B.Tech,92.4,73,7,6.5,5,6.2,4,52.0,45,24.5,0.09,No,6,78.3,75.4,13,83.6,2,1,18.0,9,0,3,15,1,6,Tech→AI,73.4,100.0,Placed,1,2
ST_0401,PESCE,2,Civil,6.75,Female,B.E,67.6,54,26,4.3,5,15.2,5,55.0,31,82.0,0.71,Yes,0,0.0,33.2,11,59.3,0,0,2.9,12,1,3,3,2,3,Tech→AI,88.2,100.0,Placed,7,2
ST_0402,MSRIT,1,Civil,7.35,Female,B.Tech,80.6,64,16,5.6,6,13.1,2,42.0,79,81.3,0.1,No,12,76.2,54.4,9,78.9,4,1,5.5,14,3,6,3,1,13,Tech→AI,83.1,100.0,Placed,5,4
ST_0403,RVCE,1,ECE,8.43,Female,B.E,49.8,39,41,3.1,6,22.3,4,60.0,73,53.6,0.37,Yes,18,97.4,93.4,9,91.9,3,1,3.6,8,2,5,7,0,3,Tech→AI,83.4,100.0,Placed,2,3
ST_0404,PESCE,2,ME,8.8,Male,B.Tech,65.4,52,28,5.5,4,11.1,3,36.0,61,69.1,0.19,No,0,0.0,62.9,6,71.3,5,3,6.8,7,1,4,5,1,3,Tech→AI,54.6,100.0,Placed,1,1
ST_0405,SJCE,3,ECE,8.85,Male,B.E,51.7,41,39,6.3,4,17.9,2,50.0,21,71.5,0.15,Yes,12,92.0,81.4,2,37.2,4,2,1.2,5,2,1,10,1,9,No,99.9,100.0,Placed,4,4
ST_0406,PESCE,2,Civil,8.17,Female,B.E,72.5,58,22,5.7,4,6.8,6,84.0,75,67.6,0.43,No,10,92.1,68.2,0,67.1,3,1,3.1,3,1,2,12,2,12,Same,91.9,100.0,Not Placed,0,0
ST_0407,RVCE,1,CSE-AI,8.02,Male,B.E,80.7,64,16,6.6,7,30.9,2,53.0,51,74.0,0.09,Yes,6,69.1,43.8,2,62.1,4,1,0.5,17,4,7,18,1,4,No,81.7,100.0,Not Placed,0,0
ST_0408,NMIT,3,Civil,7.67,Female,B.E,67.1,53,27,6.7,5,13.3,4,39.0,17,72.6,0.48,Yes,19,83.7,75.1,8,57.0,4,3,5.5,2,1,1,10,0,5,Non-tech→Tech,75.7,100.0,Not Placed,0,0
ST_0409,NMIT,3,CSE-AI,7.82,Male,B.Tech,46.2,36,44,4.8,2,15.1,2,39.0,15,50.6,0.43,No,2,28.3,60.9,4,63.2,1,0,19.7,3,1,6,1,1,3,No,79.1,100.0,Placed,6,1
ST_0410,PESCE,2,CSE,6.76,Male,B.E,66.3,53,27,7.4,6,26.6,6,44.0,28,60.7,0.38,Yes,0,0.0,35.3,6,61.7,4,3,0.5,12,3,3,2,1,10,No,51.5,100.0,Placed,3,3
ST_0411,BMSCE,2,Civil,6.55,Male,M.Tech,74.2,59,21,7.9,4,10.9,5,58.0,77,64.7,0.15,Yes,7,46.9,32.2,2,60.0,3,2,6.5,19,0,0,14,3,13,Tech→AI,59.3,100.0,Placed,7,3
ST_0412,PESCE,2,CSE,7.2,Male,B.E,52.1,41,39,3.2,2,26.7,5,47.0,8,67.1,0.48,Yes,16,94.3,68.9,3,83.1,3,1,9.0,10,4,1,12,1,12,Non-tech→Tech,74.9,100.0,Placed,3,4
ST_0413,MSRIT,1,ME,7.06,Female,B.E,72.7,58,22,7.5,5,12.1,4,35.0,50,66.1,0.05,Yes,12,52.8,100.0,0,71.2,6,1,1.4,7,2,4,9,1,1,Same,97.6,100.0,Placed,3,2
ST_0414,MSRIT,1,ECE,6.84,Female,B.Tech,48.7,38,42,4.8,4,19.7,3,35.0,22,94.5,0.27,No,13,91.2,42.6,2,78.3,3,1,1.9,13,4,0,4,1,12,No,66.6,100.0,Placed,7,4
ST_0415,NMIT,3,CSE-AI,7.76,Female,B.Tech,66.0,52,28,7.9,6,11.0,4,47.0,47,81.7,0.2,No,4,75.6,44.8,6,58.2,4,3,1.4,13,0,2,10,1,4,No,86.2,100.0,Placed,7,1
ST_0416,BMSCE,2,ECE,7.96,Male,B.E,73.4,58,22,6.3,3,5.5,5,46.0,37,74.4,0.33,Yes,5,51.5,69.2,3,45.5,3,2,2.1,15,2,2,13,1,1,No,93.3,100.0,Placed,7,3
ST_0417,RVCE,1,CSE,7.27,Female,B.E,60.2,48,32,7.6,6,17.9,1,52.0,14,66.1,0.41,No,5,76.7,38.3,14,47.3,4,1,0.7,13,3,7,19,1,11,Tech→AI,95.3,100.0,Placed,2,3
ST_0418,MSRIT,1,CSE-AI,8.38,Female,B.Tech,82.3,65,15,8.0,5,19.5,1,59.0,77,79.3,0.15,Yes,7,80.1,100.0,1,71.4,7,4,2.8,0,2,0,14,2,11,Same,96.0,100.0,Placed,2,3
ST_0419,NMIT,3,ECE,6.29,Female,B.E,30.0,24,56,2.8,2,5.8,2,86.0,63,78.2,0.5,No,12,80.0,46.4,13,52.8,5,1,2.8,1,0,6,12,1,7,Non-tech→Tech,96.1,100.0,Placed,3,3
ST_0420,SJCE,3,Civil,7.05,Male,M.Tech,73.4,58,22,6.6,7,12.9,6,23.0,35,61.9,0.13,Yes,17,59.8,53.0,4,70.3,4,3,9.9,19,0,2,2,0,7,Non-tech→Tech,80.0,100.0,Placed,4,1
ST_0421,NMIT,3,ISE,6.63,Male,M.Tech,67.3,53,27,8.0,5,23.4,7,55.0,32,65.0,0.15,No,3,80.9,47.5,14,47.4,4,2,9.7,0,1,0,8,0,4,Same,76.6,100.0,Placed,5,3
ST_0422,MSRIT,1,CSE,5.71,Male,B.Tech,81.1,64,16,8.3,3,19.2,7,46.0,64,37.8,0.44,Yes,16,82.4,78.8,4,79.6,4,2,9.6,10,1,3,7,1,5,No,96.1,100.0,Not Placed,0,0
ST_0423,MSRIT,1,ECE,7.13,Female,B.E,81.6,65,15,5.3,4,12.2,7,17.0,7,78.9,0.25,Yes,4,91.9,100.0,14,99.6,7,5,5.0,5,2,0,14,0,10,Non-tech→Tech,64.6,100.0,Placed,7,3
ST_0424,NMIT,3,CSE,7.1,Female,B.Tech,78.5,62,18,7.5,6,10.8,2,64.0,59,79.1,0.27,Yes,2,70.4,49.3,1,49.5,6,3,2.4,14,1,3,0,1,7,Non-tech→Tech,85.9,100.0,Not Placed,0,0
ST_0425,RVCE,1,CSE,8.41,Female,B.E,85.4,68,12,6.5,4,28.6,1,51.0,18,51.2,0.11,Yes,3,68.9,77.6,14,49.8,2,1,3.2,11,3,7,1,1,13,No,52.0,100.0,Placed,3,2
ST_0426,PESCE,2,CSE-AI,7.7,Male,B.E,38.9,31,49,2.4,3,4.9,5,57.0,62,50.3,0.41,No,4,58.0,38.5,14,74.3,7,5,2.3,4,1,6,8,1,6,No,36.9,100.0,Placed,5,2
ST_0427,MSRIT,1,CSE-AI,6.38,Male,B.E,57.7,46,34,5.1,2,14.6,2,20.0,19,31.5,0.25,Yes,13,56.0,79.3,10,81.7,4,3,5.2,11,0,4,16,2,13,No,68.1,100.0,Placed,2,3
ST_0428,NMIT,3,ISE,8.68,Female,B.E,59.9,47,33,4.5,3,4.7,7,42.0,6,70.2,0.13,No,14,76.6,93.7,5,42.7,2,1,16.7,13,0,4,8,1,4,Same,84.6,100.0,Not Placed,0,0
ST_0429,NMIT,3,Civil,8.18,Male,B.Tech,90.4,72,8,8.7,6,24.2,7,29.0,28,83.8,0.41,Yes,19,93.6,88.1,9,48.7,6,4,2.0,13,2,2,0,3,4,Tech→AI,62.2,100.0,Placed,1,1
ST_0430,BMSCE,2,CSE,7.67,Male,B.Tech,79.0,63,17,6.1,4,15.0,4,77.0,68,30.5,0.11,No,16,84.6,64.4,3,51.6,6,4,3.7,18,1,5,7,1,2,Same,63.9,100.0,Placed,5,3
ST_0431,PESCE,2,ECE,7.02,Male,B.Tech,45.0,36,44,6.0,3,16.2,7,62.0,75,66.6,0.42,No,5,77.3,43.4,13,69.1,2,1,6.4,4,1,5,4,1,10,Tech→AI,81.6,100.0,Placed,4,1
ST_0432,SJCE,3,ME,6.43,Male,B.E,76.4,61,19,4.6,3,34.4,6,35.0,28,67.7,0.03,No,9,47.7,62.0,0,38.3,4,3,11.2,2,2,0,10,0,2,Tech→AI,90.3,100.0,Placed,5,2
ST_0433,RVCE,1,CSE,6.9,Female,B.E,74.6,59,21,5.7,4,10.8,7,22.0,31,59.4,0.26,No,15,74.2,56.4,2,57.6,1,0,1.8,17,1,6,5,1,12,Tech→AI,64.7,100.0,Placed,4,2
ST_0434,SJCE,3,CSE,8.07,Male,B.E,67.6,54,26,5.0,7,27.2,4,48.0,41,80.6,0.68,No,16,75.9,54.0,13,79.4,6,5,2.0,5,5,7,16,0,4,Same,90.0,100.0,Placed,7,3
